Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg. MRx U MRy effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg. MRx U MRy effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. MRx U MRy effectiveness of composite MR against composable MRs
,rotateMinus5deg,shearPlus20degrees,0.382741117,0.431472081,0.539086294,0.447715736,0.612182741,0.584771574,0.72284264,0.623350254,0.233502538,0.255837563,0.327918782,0.274111675,0.064974619,0.054822335,0.05177665,192.9072197,396.3693658,589.2765855,399.3287276,1,1,1,1,1,1
,flipLeftRight,blurImage,0.376649746,0.345177665,0.505583756,0.41319797,0.535025381,0.687309645,0.755329949,0.711675127,0.178680203,0.280203046,0.337055838,0.323857868,0.055837563,0.053807107,0.05786802,194.5985345,210.8038583,405.4023928,1739.706306,1,1,1,1,1,1
,flipUpDown,blurImage,0.582741117,0.345177665,0.612182741,0.585786802,0.996954315,0.687309645,0.998984772,0.993908629,0.58071066,0.280203046,0.582741117,0.579695431,0.008121827,0.001015228,0.004060914,199.759873,186.2858792,386.0457522,187.3843144,1,1,1,0,1,0
,rotateMinus5deg,blur_image,0.382741117,0.345177665,0.492385787,0.422335025,0.612182741,0.687309645,0.766497462,0.726903553,0.233502538,0.280203046,0.346192893,0.337055838,0.054822335,0.044670051,0.05177665,188.5214461,188.1287031,376.6501492,193.4068674,1,1,1,1,1,1
,rotatePlus5deg,shearMinus20degrees,0.372588832,0.430456853,0.543147208,0.467005076,0.629441624,0.625380711,0.756345178,0.614213198,0.246700508,0.276142132,0.356345178,0.282233503,0.083248731,0.049746193,0.047715736,190.2950724,352.2986029,542.5936753,391.4167192,1,1,1,0,1,1
,rotatePlus5deg,shearPlus20degrees,0.372588832,0.431472081,0.534010152,0.47715736,0.629441624,0.584771574,0.720812183,0.689340102,0.246700508,0.255837563,0.331979695,0.337055838,0.087309645,0.085279188,0.075126904,188.2022642,355.4122345,543.6144987,389.8105751,1,1,1,1,0,1
,rotatePlus5deg,blurImage,0.372588832,0.345177665,0.491370558,0.434517766,0.629441624,0.687309645,0.782741117,0.737055838,0.246700508,0.280203046,0.363451777,0.353299492,0.05177665,0.045685279,0.049746193,192.5098615,180.8468506,373.3567121,182.8112728,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.430456853,0.345177665,0.531979695,0.45177665,0.625380711,0.687309645,0.787817259,0.727918782,0.276142132,0.280203046,0.378680203,0.353299492,0.03857868,0.041624365,0.03857868,343.1376796,176.1705397,519.3082193,358.0725821,1,1,1,1,1,1
,shearPlus20degrees,blurImage,0.431472081,0.345177665,0.534010152,0.447154472,0.584771574,0.687309645,0.768527919,0.712398374,0.255837563,0.280203046,0.362436548,0.338414634,0.12804878,0.098577236,0.135162602,359.1102014,198.3002806,557.410482,373.9150902,1,1,1,1,1,1
,flipLeftRight,brightnessPlus20,0.318458418,0.030425963,0.328600406,0.321501014,0.635902637,0.53346856,0.712981744,0.647058824,0.168356998,0.018255578,0.176470588,0.176470588,0.015212982,0.010141988,0.010141988,237.9293812,247.3087054,485.2380866,224.7161995,1,1,1,1,0,1
,flipUpDown,brightnessPlus20,0.476673428,0.030425963,0.479716024,0.477687627,0.992900609,0.53346856,0.996957404,0.99188641,0.472616633,0.018255578,0.472616633,0.472616633,0.001014199,0,0,214.6355044,228.2942018,442.9297062,225.1669696,1,1,1,0,0,0
,rotatePlus5deg,brightnessPlus20,0.351926978,0.030425963,0.361054767,0.345841785,0.669371197,0.53346856,0.747464503,0.678498986,0.198782961,0.018255578,0.205882353,0.202839757,0.020283976,0.011156187,0.014198783,244.9934453,221.0121504,466.0055957,239.0162177,1,0,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.327586207,0.030425963,0.334685598,0.323529412,0.694726166,0.53346856,0.754563895,0.695740365,0.219066937,0.018255578,0.222109533,0.218052738,0.014198783,0.006085193,0.009127789,4486.313176,210.3402493,4696.653425,387.6890044,1,0,1,1,1,0
,flipLeftRight,brightnessMinus20,0.318458418,0.06693712,0.334685598,0.312373225,0.635902637,0.547667343,0.708924949,0.638945233,0.168356998,0.037525355,0.174442191,0.168356998,0.018255578,0.010141988,0.011156187,193.9524723,195.9842981,389.9367704,200.7958452,1,0,1,1,1,0
,flipUpDown,brightnessMinus20,0.476673428,0.06693712,0.486815416,0.476673428,0.992900609,0.547667343,0.996957404,0.992900609,0.472616633,0.037525355,0.472616633,0.472616633,0.002028398,0,0.001014199,194.3100214,195.2274494,389.5374708,195.2485628,1,0,1,0,0,0
,rotatePlus5deg,brightnessMinus20,0.351926978,0.06693712,0.373225152,0.34178499,0.669371197,0.547667343,0.749492901,0.672413793,0.198782961,0.037525355,0.208924949,0.19979716,0.014198783,0.010141988,0.013184584,189.7870665,190.9125881,380.6996546,193.3932695,1,0,1,1,1,1
,shearPlus20deg,brightnessMinus20,0.327586207,0.06693712,0.350912779,0.335699797,0.694726166,0.547667343,0.757606491,0.698782961,0.219066937,0.037525355,0.230223124,0.222109533,0.017241379,0.00811359,0.011156187,376.5635523,185.140878,561.7044303,328.4297482,1,1,1,1,1,1
,flipLeftRight,fisheye,0.318458418,0.483772819,0.5831643,0.482758621,0.635902637,0.672413793,0.836713996,0.675456389,0.168356998,0.288032454,0.336713996,0.289046653,0.052738337,0.023326572,0.020283976,159.8557485,11263.93284,11423.78858,11224.9328,1,0,1,1,1,1
,flipUpDown,fisheye,0.476673428,0.483772819,0.644016227,0.484787018,0.992900609,0.672413793,0.998985801,0.994929006,0.472616633,0.288032454,0.477687627,0.480730223,0.005070994,0.001014199,0.004056795,206.7830555,11446.49784,11653.2809,11073.17827,1,1,1,1,0,1
,rotatePlus5deg,fisheye,0.351926978,0.483772819,0.57505071,0.492900609,0.669371197,0.672413793,0.826572008,0.661257606,0.198782961,0.288032454,0.335699797,0.28296146,0.060851927,0.024340771,0.020283976,205.9858715,8723.155366,8929.141238,10729.39024,1,1,1,0,1,0
,shearPlus20deg,fisheye,0.327586207,0.483772819,0.563894523,0.489858012,0.694726166,0.672413793,0.840770791,0.682555781,0.219066937,0.288032454,0.338742394,0.30020284,0.054766734,0.02535497,0.029411765,390.4502233,10962.66957,11353.11979,13357.70502,1,1,1,0,1,1
,flipLeftRight,contrastUp,0.318458418,0.350912779,0.473630832,0.388438134,0.635902637,0.797160243,0.847870183,0.792089249,0.168356998,0.295131846,0.328600406,0.306288032,0.057809331,0.047667343,0.046653144,193.1539682,189.2359849,382.3899531,194.5527418,1,1,1,0,1,1
,flipUpDown,contrastUp,0.476673428,0.350912779,0.513184584,0.490872211,0.992900609,0.797160243,0.998985801,0.984787018,0.472616633,0.295131846,0.479716024,0.476673428,0.012170385,0,0.001014199,187.7746158,185.7066854,373.4813012,188.2890346,1,1,1,0,1,1
,rotatePlus5deg,contrastUp,0.351926978,0.350912779,0.49188641,0.415821501,0.669371197,0.797160243,0.876267748,0.809330629,0.198782961,0.295131846,0.351926978,0.327586207,0.056795132,0.037525355,0.04158215,189.2651457,187.8440677,377.1092134,190.2138741,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.327586207,0.350912779,0.47464503,0.403651116,0.694726166,0.797160243,0.877281947,0.831643002,0.219066937,0.295131846,0.355983773,0.339756592,0.048681542,0.038539554,0.042596349,375.9479214,191.9160473,567.8639687,388.0849983,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.318458418,0.058823529,0.334685598,0.313387424,0.635902637,0.550709939,0.712981744,0.647058824,0.168356998,0.036511156,0.177484787,0.176470588,0.020283976,0.012170385,0.013184584,201.2235434,194.9674529,396.1909963,206.4148882,1,0,1,1,1,1
,flipUpDown,contrastDown,0.476673428,0.058823529,0.482758621,0.477687627,0.992900609,0.550709939,0.996957404,0.993914807,0.472616633,0.036511156,0.472616633,0.47464503,0.002028398,0,0.002028398,188.3792919,187.1852159,375.5645078,192.9501576,1,1,1,1,0,1
,rotatePlus5deg,contrastDown,0.351926978,0.058823529,0.370182556,0.347870183,0.669371197,0.550709939,0.755578093,0.684584178,0.198782961,0.036511156,0.213995943,0.208924949,0.023326572,0.013184584,0.019269777,190.6464915,191.2151853,381.8616768,196.640718,1,0,1,1,1,1
,shearPlus20deg,contrastDown,0.327586207,0.058823529,0.342799189,0.3336714,0.694726166,0.550709939,0.757606491,0.696754564,0.219066937,0.036511156,0.228194726,0.224137931,0.014198783,0.009127789,0.011156187,385.3618509,190.6712626,576.0331135,388.9306055,1,1,1,1,1,1
,fisheye,brightnessPlus20,0.483772819,0.030425963,0.492900609,0.486815416,0.672413793,0.53346856,0.840770791,0.673427992,0.288032454,0.018255578,0.294117647,0.290060852,0.018255578,0.005070994,0.009127789,10958.44849,188.87918,11147.32767,9390.942999,1,1,1,1,1,1
,fisheye,brightnessMinus20,0.483772819,0.06693712,0.501014199,0.477687627,0.672413793,0.547667343,0.839756592,0.676470588,0.288032454,0.037525355,0.298174442,0.289046653,0.012170385,0.005070994,0.006085193,8328.828735,170.8869292,8499.715665,10368.47338,1,0,1,1,1,1
,fisheye,contrastUp,0.483772819,0.350912779,0.596348884,0.47464503,0.672413793,0.797160243,0.909736308,0.807302231,0.288032454,0.295131846,0.388438134,0.363083164,0.032454361,0.034482759,0.032454361,11030.80381,206.5096182,11237.31342,11043.28859,1,0,1,1,1,1
,fisheye,contrastDown,0.483772819,0.058823529,0.498985801,0.478701826,0.672413793,0.550709939,0.842799189,0.677484787,0.288032454,0.036511156,0.298174442,0.287018256,0.015212982,0.006085193,0.007099391,11039.20408,198.2539623,11237.45804,11021.62816,1,0,1,1,1,0
,fisheye,blurImage,0.483772819,0.318458418,0.556795132,0.472616633,0.672413793,0.778904665,0.877281947,0.769776876,0.288032454,0.270791075,0.355983773,0.342799189,0.045638945,0.032454361,0.039553753,9671.65134,173.5893052,9845.240646,8318.982496,1,0,1,0,1,1
