Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg.effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg.effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. effectiveness of composite MR against composable MRs
,fisheye,contrastDown,0.64160401,0.443609023,0.714285714,0.71679198,0.681704261,0.438596491,0.714285714,0.759398496,0.586466165,0.353383459,0.62406015,0.671679198,0.09273183,0.085213033,0.100250627,3803.157373,467.5040343,4270.661407,3250.274834,0,1,0,1,0,1
,fisheye,blurImage,0.64160401,0.483709273,0.709273183,0.741854637,0.681704261,0.471177945,0.721804511,0.844611529,0.586466165,0.403508772,0.634085213,0.729323308,0.125313283,0.140350877,0.145363409,3251.934513,355.639645,3607.574158,3254.422679,0,1,0,1,0,1
oidperson,flipLeftRight,flipUpDown,0.264344262,0.738729508,0.766393443,0.742827869,0.228483607,0.805327869,0.823770492,0.81045082,0.139344262,0.707991803,0.717213115,0.709016393,0.035860656,0.022540984,0.026639344,918.1459838,909.1816772,1827.327661,905.2734077,1,1,1,1,1,1
,flipLeftRight,rotateMinus5deg,0.264344262,0.365778689,0.465163934,0.37807377,0.228483607,0.31557377,0.37397541,0.326844262,0.139344262,0.229508197,0.275614754,0.240778689,0.089139344,0.06352459,0.06147541,908.7708868,912.8082889,1821.579176,946.090668,1,1,1,1,1,1
,flipLeftRight,rotatePlus5deg,0.264344262,0.375,0.461065574,0.384221311,0.228483607,0.340163934,0.395491803,0.347336066,0.139344262,0.25,0.292008197,0.25204918,0.086065574,0.06454918,0.06454918,908.8969045,910.8552916,1819.752196,919.4513233,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.264344262,0.404713115,0.489754098,0.423155738,0.228483607,0.394467213,0.443647541,0.410860656,0.139344262,0.292008197,0.329918033,0.31454918,0.096311475,0.080942623,0.090163934,912.324733,1072.654484,1984.979217,1077.939378,1,1,1,1,1,1
,flipLeftRight,shearPlus20deg,0.264344262,0.425204918,0.493852459,0.412909836,0.228483607,0.398565574,0.43852459,0.412909836,0.139344262,0.30942623,0.337090164,0.3125,0.101434426,0.090163934,0.093237705,911.0259666,1075.146712,1986.172679,1075.246123,1,0,1,1,1,1
,flipUpDown,rotateMinus5deg,0.738729508,0.365778689,0.781762295,0.74897541,0.805327869,0.31557377,0.825819672,0.824795082,0.707991803,0.229508197,0.722336066,0.720286885,0.047131148,0.036885246,0.046106557,908.5882507,918.1399642,1826.728215,921.667196,1,1,1,1,1,1
,flipUpDown,rotatePlus5deg,0.738729508,0.375,0.778688525,0.75307377,0.805327869,0.340163934,0.823770492,0.822745902,0.707991803,0.25,0.723360656,0.720286885,0.042008197,0.028688525,0.035860656,912.3601944,917.5240335,1829.884228,914.2558653,1,1,1,1,1,1
,flipUpDown,shearMinus20deg,0.738729508,0.404713115,0.780737705,0.761270492,0.805327869,0.394467213,0.827868852,0.827868852,0.707991803,0.292008197,0.723360656,0.736680328,0.053278689,0.042008197,0.049180328,912.8960225,1072.764576,1985.660598,1085.978575,1,1,0,1,0,1
,flipUpDown,shearPlus20deg,0.738729508,0.425204918,0.789959016,0.766393443,0.805327869,0.398565574,0.826844262,0.831967213,0.707991803,0.30942623,0.728483607,0.734631148,0.057377049,0.039959016,0.048155738,917.5023617,1076.308757,1993.811119,1070.276248,1,1,0,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.365778689,0.404713115,0.519467213,0.5,0.31557377,0.394467213,0.455942623,0.486680328,0.229508197,0.292008197,0.356557377,0.390368852,0.096311475,0.092213115,0.088114754,2431.790273,1194.149827,3625.9401,1234.460014,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.365778689,0.425204918,0.537909836,0.453893443,0.31557377,0.398565574,0.464139344,0.429303279,0.229508197,0.30942623,0.37192623,0.339139344,0.068647541,0.054303279,0.052254098,1027.640643,1192.581549,2220.222192,1205.505157,1,1,1,1,1,1
,flipLeftRight,blurImage,0.264344262,0.415983607,0.495901639,0.407786885,0.228483607,0.430327869,0.469262295,0.43545082,0.139344262,0.330942623,0.355532787,0.323770492,0.053278689,0.046106557,0.047131148,910.612276,896.4942507,1807.106527,3565.735083,1,0,1,1,1,0
,flipUpDown,blurImage,0.738729508,0.415983607,0.786885246,0.794057377,0.805327869,0.430327869,0.832991803,0.857581967,0.707991803,0.330942623,0.732581967,0.763319672,0.05942623,0.051229508,0.056352459,1534.127935,1568.807352,3102.935286,1613.728733,0,1,0,1,0,1
,rotateMinus5deg,blurImage,0.365778689,0.415983607,0.542008197,0.490778689,0.31557377,0.430327869,0.495901639,0.491803279,0.229508197,0.330942623,0.390368852,0.390368852,0.074795082,0.066598361,0.068647541,1481.599602,1462.226268,2943.82587,1617.701086,1,1,1,1,0,1
,rotatePlus5deg,shearMinus20degrees,0.375,0.404713115,0.524590164,0.449795082,0.340163934,0.394467213,0.470286885,0.432377049,0.25,0.292008197,0.362704918,0.337090164,0.082991803,0.05942623,0.06352459,1530.197167,1793.937121,3324.134288,1792.438629,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.375,0.425204918,0.527663934,0.494877049,0.340163934,0.398565574,0.461065574,0.475409836,0.25,0.30942623,0.365778689,0.382172131,0.089139344,0.075819672,0.078893443,1414.68973,1665.947929,3080.637659,1733.962595,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.375,0.415983607,0.546106557,0.474385246,0.340163934,0.430327869,0.50102459,0.484631148,0.25,0.330942623,0.397540984,0.388319672,0.056352459,0.052254098,0.056352459,1450.172032,1455.154454,2905.326486,1570.257679,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.404713115,0.415983607,0.546106557,0.49897541,0.394467213,0.430327869,0.523565574,0.533811475,0.292008197,0.330942623,0.410860656,0.425204918,0.078893443,0.076844262,0.085040984,1724.263189,1591.847422,3316.110612,1864.389139,1,1,0,1,0,1
,shearPlus20degrees,blurImage,0.425204918,0.415983607,0.569672131,0.508196721,0.398565574,0.430327869,0.533811475,0.530737705,0.30942623,0.330942623,0.431352459,0.431352459,0.080942623,0.072745902,0.085040984,1853.189319,1578.413933,3431.603252,1770.182551,1,1,1,1,0,1
,flipLeftRight,brightnessPlus20,0.264344262,0.215163934,0.352459016,0.318647541,0.228483607,0.215163934,0.306352459,0.294057377,0.139344262,0.139344262,0.214139344,0.200819672,0.06147541,0.047131148,0.045081967,885.8281023,867.2835796,1753.111682,872.2821569,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.738729508,0.215163934,0.756147541,0.759221311,0.805327869,0.215163934,0.821721311,0.828893443,0.707991803,0.139344262,0.714139344,0.731557377,0.038934426,0.027663934,0.031762295,869.4460947,876.2650259,1745.711121,871.1665216,0,1,0,1,0,1
,rotatePlus5deg,brightnessPlus20,0.375,0.215163934,0.449795082,0.387295082,0.340163934,0.215163934,0.403688525,0.357581967,0.25,0.139344262,0.304303279,0.264344262,0.046106557,0.024590164,0.028688525,872.3287755,869.1409266,1741.469702,873.7878017,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.425204918,0.215163934,0.486680328,0.454918033,0.398565574,0.215163934,0.445696721,0.431352459,0.30942623,0.139344262,0.349385246,0.339139344,0.06147541,0.045081967,0.049180328,1027.034474,877.9987022,1905.033176,1032.394147,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.264344262,0.466188525,0.540983607,0.486680328,0.228483607,0.507172131,0.527663934,0.508196721,0.139344262,0.403688525,0.423155738,0.410860656,0.049180328,0.035860656,0.040983607,877.5846039,875.2028654,1752.787469,879.0864757,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.738729508,0.466188525,0.783811475,0.783811475,0.805327869,0.507172131,0.840163934,0.87295082,0.707991803,0.403688525,0.739754098,0.768442623,0.06352459,0.056352459,0.06045082,875.6076868,881.3417795,1756.949466,877.4080514,0,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.375,0.466188525,0.56557377,0.531762295,0.340163934,0.507172131,0.551229508,0.542008197,0.25,0.403688525,0.442622951,0.451844262,0.070696721,0.051229508,0.06147541,881.8001292,905.8917912,1787.69192,875.3297363,1,1,1,1,0,1
,shearPlus20deg,brightnessMinus20,0.425204918,0.466188525,0.598360656,0.566598361,0.398565574,0.507172131,0.577868852,0.599385246,0.30942623,0.403688525,0.477459016,0.50307377,0.085040984,0.080942623,0.086065574,1024.220399,871.4293213,1895.64972,1024.050088,1,1,0,1,0,1
,flipLeftRight,fisheye,0.264344262,0.596311475,0.654713115,0.599385246,0.228483607,0.62602459,0.660860656,0.625,0.139344262,0.528688525,0.545081967,0.537909836,0.039959016,0.022540984,0.033811475,869.814794,8223.658666,9093.47346,8124.693361,1,1,1,0,1,1
,flipUpDown,fisheye,0.738729508,0.596311475,0.816598361,0.786885246,0.805327869,0.62602459,0.848360656,0.844262295,0.707991803,0.528688525,0.755122951,0.74795082,0.053278689,0.045081967,0.045081967,874.5314659,8094.161339,8968.692805,8093.279838,1,1,1,1,1,1
,rotatePlus5deg,fisheye,0.375,0.596311475,0.662909836,0.604508197,0.340163934,0.62602459,0.656762295,0.625,0.25,0.528688525,0.555327869,0.538934426,0.033811475,0.024590164,0.033811475,879.7965163,8114.645553,8994.442069,9895.617714,1,1,1,0,1,1
,shearPlus20deg,fisheye,0.425204918,0.596311475,0.678278689,0.630122951,0.398565574,0.62602459,0.661885246,0.652663934,0.30942623,0.528688525,0.56557377,0.56352459,0.057377049,0.047131148,0.052254098,1029.032549,8106.02258,9135.055129,9836.363027,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.264344262,0.480532787,0.56045082,0.489754098,0.228483607,0.466188525,0.517418033,0.493852459,0.139344262,0.379098361,0.410860656,0.402663934,0.054303279,0.052254098,0.05942623,872.2783322,868.4996131,1740.777945,871.5326659,1,1,1,1,1,1
,flipUpDown,contrastUp,0.738729508,0.480532787,0.804303279,0.787909836,0.805327869,0.466188525,0.838114754,0.862704918,0.707991803,0.379098361,0.739754098,0.764344262,0.05942623,0.050204918,0.06045082,869.1111185,872.2317244,1741.342843,868.8241001,1,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.375,0.480532787,0.595286885,0.551229508,0.340163934,0.466188525,0.548155738,0.524590164,0.25,0.379098361,0.441598361,0.433401639,0.085040984,0.055327869,0.070696721,870.8185292,868.1748533,1738.993383,872.1574405,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.425204918,0.480532787,0.625,0.56454918,0.398565574,0.466188525,0.576844262,0.56045082,0.30942623,0.379098361,0.475409836,0.469262295,0.073770492,0.06045082,0.075819672,1017.925535,870.074206,1887.999741,1037.414574,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.264344262,0.425204918,0.509221311,0.405737705,0.228483607,0.428278689,0.467213115,0.429303279,0.139344262,0.331967213,0.362704918,0.322745902,0.036885246,0.033811475,0.031762295,869.925286,876.1387598,1746.064046,867.179222,1,0,1,1,1,0
,flipUpDown,contrastDown,0.738729508,0.425204918,0.785860656,0.781762295,0.805327869,0.428278689,0.837090164,0.879098361,0.707991803,0.331967213,0.735655738,0.766393443,0.06352459,0.06045082,0.06557377,869.2791179,869.4547223,1738.73384,873.2947496,1,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.375,0.425204918,0.545081967,0.476434426,0.340163934,0.428278689,0.50307377,0.49897541,0.25,0.331967213,0.395491803,0.391393443,0.067622951,0.06147541,0.067622951,874.2078754,872.2341073,1746.441983,877.0342308,1,1,1,1,1,1
,shearPlus20deg,contrastDown,0.425204918,0.425204918,0.572745902,0.519467213,0.398565574,0.428278689,0.535860656,0.544057377,0.30942623,0.331967213,0.431352459,0.445696721,0.070696721,0.072745902,0.078893443,1027.201193,871.5837466,1898.78494,1027.942191,1,1,0,1,0,1
,fisheye,brightnessPlus20,0.596311475,0.215163934,0.634221311,0.590163934,0.62602459,0.215163934,0.653688525,0.62397541,0.528688525,0.139344262,0.547131148,0.528688525,0.045081967,0.019467213,0.029713115,8092.825927,873.0978759,8965.923803,8084.202323,1,0,1,0,1,0
,fisheye,brightnessMinus20,0.596311475,0.466188525,0.682377049,0.675204918,0.62602459,0.507172131,0.696721311,0.734631148,0.528688525,0.403688525,0.588114754,0.642418033,0.073770492,0.06454918,0.085040984,8100.906287,871.1760132,8972.0823,8070.29466,1,1,0,1,0,1
,fisheye,contrastUp,0.596311475,0.480532787,0.700819672,0.679303279,0.62602459,0.466188525,0.696721311,0.713114754,0.528688525,0.379098361,0.597336066,0.616803279,0.088114754,0.072745902,0.082991803,8076.749909,871.9808917,8948.730801,8109.19901,1,1,0,1,0,1
,fisheye,contrastDown,0.596311475,0.425204918,0.677254098,0.649590164,0.62602459,0.428278689,0.678278689,0.705942623,0.528688525,0.331967213,0.573770492,0.602459016,0.077868852,0.06454918,0.073770492,8093.116093,874.2473662,8967.363459,9609.139535,1,1,0,1,0,1
,fisheye,blurImage,0.596311475,0.415983607,0.671106557,0.680327869,0.62602459,0.430327869,0.68852459,0.707991803,0.528688525,0.330942623,0.577868852,0.608606557,0.108606557,0.070696721,0.085040984,8375.939407,894.3213448,9270.260751,9882.884087,0,1,0,1,0,1
oidvehicle,flipLeftRight,flipUpDown,0.220081136,0.756592292,0.776876268,0.76673428,0.164300203,0.887423935,0.895537525,0.889452333,0.106490872,0.742393509,0.746450304,0.753549696,0.03346856,0.011156187,0.032454361,2612.645752,944.0377736,3556.683526,1051.584942,1,1,1,1,0,1
,flipLeftRight,rotateMinus5deg,0.220081136,0.312373225,0.392494929,0.327586207,0.164300203,0.272819473,0.312373225,0.262677485,0.106490872,0.210953347,0.234279919,0.206896552,0.080121704,0.045638945,0.046653144,1005.605136,1030.265567,2035.870702,1022.704165,1,1,1,0,1,0
,flipLeftRight,rotatePlus5deg,0.220081136,0.305273834,0.396551724,0.323529412,0.164300203,0.281947262,0.317444219,0.278904665,0.106490872,0.211967546,0.240365112,0.215010142,0.069979716,0.056795132,0.048681542,953.1825541,973.7917673,1926.974321,968.7101788,1,1,1,0,1,1
,flipLeftRight,shearMinus20deg,0.220081136,0.342799189,0.42494929,0.344827586,0.164300203,0.352941176,0.382352941,0.338742394,0.106490872,0.275862069,0.293103448,0.26673428,0.078093306,0.057809331,0.056795132,914.8612196,1079.212392,1994.073612,1150.84858,1,1,1,0,1,0
,flipLeftRight,shearPlus20deg,0.220081136,0.339756592,0.4168357,0.34989858,0.164300203,0.34178499,0.368154158,0.34178499,0.106490872,0.264705882,0.287018256,0.27484787,0.086206897,0.065922921,0.067951318,1754.486005,1008.571926,2763.057931,1010.700296,1,1,1,0,1,1
,flipUpDown,rotateMinus5deg,0.756592292,0.312373225,0.80020284,0.810344828,0.887423935,0.272819473,0.901622718,0.904665314,0.742393509,0.210953347,0.752535497,0.792089249,0.080121704,0.035496957,0.077079108,868.8467307,873.0434171,1741.890148,872.9981696,0,1,0,1,0,1
,flipUpDown,rotatePlus5deg,0.756592292,0.305273834,0.791075051,0.799188641,0.887423935,0.281947262,0.900608519,0.905679513,0.742393509,0.211967546,0.751521298,0.788032454,0.06693712,0.028397566,0.069979716,868.5686945,874.2680394,1742.836734,873.3332917,0,1,0,1,0,1
,flipUpDown,shearMinus20deg,0.756592292,0.342799189,0.786004057,0.801217039,0.887423935,0.352941176,0.902636917,0.901622718,0.742393509,0.275862069,0.757606491,0.788032454,0.07505071,0.030425963,0.072008114,869.2963395,1010.113302,1879.409642,1012.318253,0,1,1,1,0,1
,flipUpDown,shearPlus20deg,0.756592292,0.339756592,0.784989858,0.781947262,0.887423935,0.34178499,0.901622718,0.886409736,0.742393509,0.264705882,0.754563895,0.770791075,0.065922921,0.022312373,0.064908722,869.5315848,1010.574749,1880.106334,1008.005751,1,1,1,0,0,1
,rotateMinus5deg,shearMinus20degrees,0.312373225,0.342799189,0.441176471,0.429006085,0.272819473,0.352941176,0.396551724,0.432048682,0.210953347,0.275862069,0.319472617,0.359026369,0.079107505,0.079107505,0.077079108,873.6511116,1010.043784,1883.694895,1032.929337,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.312373225,0.339756592,0.447261663,0.384381339,0.272819473,0.34178499,0.400608519,0.371196755,0.210953347,0.264705882,0.321501014,0.305273834,0.059837728,0.046653144,0.047667343,873.3809803,1011.827315,1885.208295,1033.355097,1,1,1,1,1,1
,flipLeftRight,blurImage,0.220081136,0.34989858,0.436105477,0.346855984,0.164300203,0.353955375,0.39148073,0.356997972,0.106490872,0.288032454,0.309330629,0.275862069,0.03346856,0.030425963,0.023326572,2618.56482,2660.95264,5279.51746,4059.894407,1,0,1,1,1,0
,flipUpDown,blurImage,0.756592292,0.34989858,0.798174442,0.818458418,0.887423935,0.353955375,0.900608519,0.909736308,0.742393509,0.288032454,0.760649087,0.809330629,0.087221095,0.04158215,0.09127789,2512.344571,2546.017266,5058.361837,2525.707363,0,1,0,1,0,1
,rotateMinus5deg,blurImage,0.312373225,0.34989858,0.463488844,0.402636917,0.272819473,0.353955375,0.414807302,0.427991886,0.210953347,0.288032454,0.336713996,0.338742394,0.068965517,0.076064909,0.06693712,2530.264063,2510.537024,5040.801087,2534.727923,1,1,0,1,0,1
,rotatePlus5deg,shearMinus20degrees,0.305273834,0.342799189,0.439148073,0.385395538,0.281947262,0.352941176,0.40872211,0.371196755,0.211967546,0.275862069,0.325557809,0.307302231,0.07505071,0.053752535,0.054766734,2504.240298,2745.838953,5250.079252,2715.045969,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.305273834,0.339756592,0.434077079,0.410750507,0.281947262,0.34178499,0.397565923,0.420892495,0.211967546,0.264705882,0.312373225,0.34178499,0.080121704,0.07505071,0.07505071,2521.550368,2801.269431,5322.819799,2824.324178,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.305273834,0.34989858,0.455375254,0.392494929,0.281947262,0.353955375,0.42494929,0.420892495,0.211967546,0.288032454,0.338742394,0.342799189,0.057809331,0.062880325,0.059837728,2465.591006,2173.552564,4639.14357,1051.612585,1,1,1,1,0,1
,shearMinus20degrees,blurImage,0.342799189,0.34989858,0.468559838,0.430020284,0.352941176,0.353955375,0.459432049,0.457403651,0.275862069,0.288032454,0.372210953,0.378296146,0.073022312,0.064908722,0.068965517,1207.069237,1046.629825,2253.699062,1217.305386,1,1,1,1,0,1
,shearPlus20degrees,blurImage,0.339756592,0.34989858,0.470588235,0.429006085,0.34178499,0.353955375,0.455375254,0.452332657,0.264705882,0.288032454,0.372210953,0.377281947,0.068965517,0.062880325,0.06693712,1215.820481,1057.205492,2273.025973,1284.635899,1,1,1,1,0,1
,flipLeftRight,brightnessPlus20,0.220081136,0.171399594,0.30831643,0.261663286,0.164300203,0.15821501,0.239350913,0.218052738,0.106490872,0.104462475,0.171399594,0.153144016,0.047667343,0.032454361,0.029411765,882.0093884,863.2195008,1745.228889,865.4783614,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.756592292,0.171399594,0.775862069,0.775862069,0.887423935,0.15821501,0.898580122,0.903651116,0.742393509,0.104462475,0.747464503,0.759634888,0.044624746,0.024340771,0.04158215,858.2570662,860.9670825,1719.224149,860.4639846,0,1,0,1,0,1
,rotatePlus5deg,brightnessPlus20,0.305273834,0.171399594,0.371196755,0.325557809,0.281947262,0.15821501,0.321501014,0.304259635,0.211967546,0.104462475,0.24137931,0.23326572,0.045638945,0.030425963,0.030425963,860.7591549,860.3954586,1721.154614,867.6851677,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.339756592,0.171399594,0.398580122,0.362068966,0.34178499,0.15821501,0.373225152,0.367139959,0.264705882,0.104462475,0.290060852,0.295131846,0.051724138,0.036511156,0.045638945,1000.041105,860.6756138,1860.716719,1001.001065,1,1,1,1,0,1
,flipLeftRight,brightnessMinus20,0.220081136,0.361054767,0.441176471,0.392494929,0.164300203,0.400608519,0.421906694,0.414807302,0.106490872,0.322515213,0.338742394,0.34178499,0.053752535,0.04158215,0.04158215,865.0473724,882.6456475,1747.69302,863.3768305,1,1,1,1,0,1
,flipUpDown,brightnessMinus20,0.756592292,0.361054767,0.794117647,0.819472617,0.887423935,0.400608519,0.904665314,0.926977688,0.742393509,0.322515213,0.762677485,0.805273834,0.086206897,0.050709939,0.087221095,858.1356172,861.3261758,1719.461793,860.1839943,0,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.305273834,0.361054767,0.454361055,0.45841785,0.281947262,0.400608519,0.448275862,0.490872211,0.211967546,0.322515213,0.362068966,0.414807302,0.09127789,0.085192698,0.09127789,863.2407763,859.5304246,1722.771201,866.1172822,0,1,0,1,0,1
,shearPlus20deg,brightnessMinus20,0.339756592,0.361054767,0.45841785,0.478701826,0.34178499,0.400608519,0.465517241,0.529411765,0.264705882,0.322515213,0.379310345,0.448275862,0.099391481,0.095334686,0.101419878,1000.776069,879.1921432,1879.968212,1004.365196,0,1,0,1,0,1
,flipLeftRight,fisheye,0.220081136,0.519269777,0.568965517,0.529411765,0.164300203,0.572008114,0.59127789,0.574036511,0.106490872,0.484787018,0.49188641,0.494929006,0.035496957,0.024340771,0.031440162,860.664196,7799.166113,8659.830309,7807.275593,1,1,1,1,0,1
,flipUpDown,fisheye,0.756592292,0.519269777,0.803245436,0.792089249,0.887423935,0.572008114,0.909736308,0.912778905,0.742393509,0.484787018,0.772819473,0.778904665,0.082150101,0.047667343,0.082150101,860.2051917,7799.564773,8659.769965,7827.320009,1,1,0,1,0,1
,rotatePlus5deg,fisheye,0.305273834,0.519269777,0.570993915,0.54158215,0.281947262,0.572008114,0.59127789,0.576064909,0.211967546,0.484787018,0.498985801,0.496957404,0.047667343,0.028397566,0.03346856,868.8999868,7795.492123,8664.392109,9501.32037,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.339756592,0.519269777,0.572008114,0.556795132,0.34178499,0.572008114,0.601419878,0.590263692,0.264705882,0.484787018,0.50811359,0.50811359,0.062880325,0.043610548,0.044624746,1005.341319,7834.966438,8840.307757,9302.0014,1,1,1,1,0,1
,flipLeftRight,contrastUp,0.220081136,0.388438134,0.465517241,0.398580122,0.164300203,0.397565923,0.431034483,0.410750507,0.106490872,0.318458418,0.336713996,0.322515213,0.052738337,0.040567951,0.039553753,871.6288986,872.4411339,1744.070033,861.0768102,1,1,1,1,1,1
,flipUpDown,contrastUp,0.756592292,0.388438134,0.810344828,0.799188641,0.887423935,0.397565923,0.905679513,0.918864097,0.742393509,0.318458418,0.767748479,0.786004057,0.065922921,0.039553753,0.070993915,857.353453,860.1894176,1717.542871,858.3756008,1,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.305273834,0.388438134,0.503042596,0.440162272,0.281947262,0.397565923,0.475659229,0.461460446,0.211967546,0.318458418,0.379310345,0.369168357,0.065922921,0.058823529,0.055780933,859.5195917,863.951547,1723.471139,861.2138029,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.339756592,0.388438134,0.510141988,0.478701826,0.34178499,0.397565923,0.501014199,0.489858012,0.264705882,0.318458418,0.405679513,0.411764706,0.067951318,0.061866126,0.061866126,1000.572812,858.7569273,1859.329739,1000.21334,1,1,1,1,0,1
,flipLeftRight,contrastDown,0.220081136,0.3336714,0.42494929,0.345841785,0.164300203,0.340770791,0.380324544,0.364097363,0.106490872,0.267748479,0.297160243,0.283975659,0.044624746,0.040567951,0.034482759,859.7432819,859.6994158,1719.442698,858.9943638,1,1,1,1,1,1
,flipUpDown,contrastDown,0.756592292,0.3336714,0.796146045,0.814401623,0.887423935,0.340770791,0.904665314,0.947261663,0.742393509,0.267748479,0.759634888,0.805273834,0.086206897,0.052738337,0.09127789,855.188537,858.8247923,1714.013329,859.5985954,0,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.305273834,0.3336714,0.445233266,0.412778905,0.281947262,0.340770791,0.409736308,0.431034483,0.211967546,0.267748479,0.324543611,0.34989858,0.069979716,0.07505071,0.069979716,877.2922404,860.728336,1738.020576,863.7722793,1,1,0,1,0,1
,shearPlus20deg,contrastDown,0.339756592,0.3336714,0.459432049,0.446247465,0.34178499,0.340770791,0.446247465,0.473630832,0.264705882,0.267748479,0.35801217,0.39959432,0.081135903,0.070993915,0.079107505,999.4791596,859.1848551,1858.664015,999.5955789,1,1,0,1,0,1
,fisheye,brightnessPlus20,0.519269777,0.171399594,0.557809331,0.52535497,0.572008114,0.15821501,0.592292089,0.578093306,0.484787018,0.104462475,0.495943205,0.490872211,0.039553753,0.02535497,0.031440162,7844.939173,864.7860702,8709.725243,7799.936672,1,1,1,1,1,1
,fisheye,brightnessMinus20,0.519269777,0.361054767,0.584178499,0.62474645,0.572008114,0.400608519,0.627789047,0.677484787,0.484787018,0.322515213,0.531440162,0.596348884,0.103448276,0.081135903,0.094320487,7810.931485,865.3380155,8676.2695,7805.883715,0,1,0,1,0,1
,fisheye,contrastUp,0.519269777,0.388438134,0.613590264,0.580121704,0.572008114,0.397565923,0.639959432,0.626774848,0.484787018,0.318458418,0.540567951,0.538539554,0.064908722,0.057809331,0.056795132,7797.236935,862.0050027,8659.241937,7799.884974,1,1,1,1,1,1
,fisheye,contrastDown,0.519269777,0.3336714,0.587221095,0.586206897,0.572008114,0.340770791,0.617647059,0.659229209,0.484787018,0.267748479,0.521298174,0.560851927,0.082150101,0.074036511,0.074036511,7817.84672,862.7042045,8680.550924,7793.70402,1,1,0,1,0,1
,fisheye,blurImage,0.519269777,0.34989858,0.585192698,0.611561866,0.572008114,0.353955375,0.621703854,0.663286004,0.484787018,0.288032454,0.524340771,0.572008114,0.106490872,0.0831643,0.093306288,7804.996965,863.0800484,8668.077013,7817.786006,0,1,0,1,0,1
