Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite
,flipLeftRight,fisheye,0.578313253,0.719879518,0.827309237,0.703815261,0.477911647,0.710843373,0.796184739,0.699799197,0.31626506,0.553212851,0.620481928,0.539156627,0.035140562,0.043172691,0.052208835,38.2461278,2208.731797,2246.977925,2182.166449
,flipUpDown,fisheye,0.830321285,0.719879518,0.906626506,0.822289157,0.97188755,0.710843373,0.983935743,0.968875502,0.817269076,0.553212851,0.832329317,0.810240964,0.009036145,0.007028112,0.011044177,37.9569096,2180.283071,2218.239981,2178.591351
,rotatePlus5deg,fisheye,0.635542169,0.719879518,0.84437751,0.727911647,0.451807229,0.710843373,0.766064257,0.72188755,0.305220884,0.553212851,0.603413655,0.564257028,0.041164659,0.053212851,0.06124498,38.9733238,2174.530052,2213.503376,2700.047327
,shearPlus20deg,fisheye,0.597389558,0.719879518,0.829317269,0.726907631,0.580321285,0.710843373,0.809236948,0.768072289,0.404618474,0.553212851,0.635542169,0.602409639,0.046184739,0.057228916,0.06124498,103.6522855,2181.340541,2284.992826,4161.786253
,flipLeftRight,contrastUp,0.578313253,0.643574297,0.796184739,0.690763052,0.477911647,0.610441767,0.741967871,0.642570281,0.31626506,0.452811245,0.56124498,0.486947791,0.051204819,0.053212851,0.062248996,41.7489447,40.2315815,81.9805262,44.7111599
,flipUpDown,contrastUp,0.830321285,0.643574297,0.880522088,0.823293173,0.97188755,0.610441767,0.985943775,0.962851406,0.817269076,0.452811245,0.831325301,0.807228916,0.017068273,0.007028112,0.015060241,41.8494757,43.4456434,85.2951191,47.2268423
,rotatePlus5deg,contrastUp,0.635542169,0.643574297,0.824297189,0.703815261,0.451807229,0.610441767,0.715863454,0.597389558,0.305220884,0.452811245,0.540160643,0.441767068,0.058232932,0.057228916,0.06124498,39.8795282,39.9195317,79.7990599,42.8008575
,shearPlus20deg,contrastUp,0.597389558,0.643574297,0.791164659,0.701807229,0.580321285,0.610441767,0.760040161,0.712851406,0.404618474,0.452811245,0.582329317,0.53313253,0.064257028,0.062248996,0.067269076,106.6653051,40.7572646,147.4225697,111.9585529
,flipLeftRight,contrastDown,0.578313253,0.21686747,0.62751004,0.579317269,0.477911647,0.28815261,0.557228916,0.49497992,0.31626506,0.138554217,0.368473896,0.331325301,0.041164659,0.019076305,0.02811245,38.7267908,40.2236043,78.9503951,42.7035924
,flipUpDown,contrastDown,0.830321285,0.21686747,0.837349398,0.835341365,0.97188755,0.28815261,0.979919679,0.968875502,0.817269076,0.138554217,0.820281124,0.818273092,0.006024096,0.002008032,0.003012048,40.7075253,42.7276479,83.4351732,43.1684336
,rotatePlus5deg,contrastDown,0.635542169,0.21686747,0.679718876,0.629518072,0.451807229,0.28815261,0.562248996,0.453815261,0.305220884,0.138554217,0.364457831,0.296184739,0.055220884,0.029116466,0.037148594,44.1815684,42.8750347,87.0566031,43.7375622
,shearPlus20deg,contrastDown,0.597389558,0.21686747,0.643574297,0.603413655,0.580321285,0.28815261,0.643574297,0.58935743,0.404618474,0.138554217,0.447791165,0.414658635,0.043172691,0.021084337,0.03313253,121.9586568,47.0537776,169.0124344,115.6681005
,fisheye,brightnessPlus20,0.719879518,0.207831325,0.752008032,0.720883534,0.710843373,0.254016064,0.784136546,0.687751004,0.553212851,0.110441767,0.581325301,0.53313253,0.041164659,0.010040161,0.021084337,2618.554164,40.9580076,2659.512172,2499.556219
,fisheye,brightnessMinus20,0.719879518,0.215863454,0.752008032,0.713855422,0.710843373,0.284136546,0.785140562,0.708835341,0.553212851,0.138554217,0.582329317,0.550200803,0.018072289,0.013052209,0.016064257,2672.494738,53.8398483,2726.334586,2803.255215
,fisheye,contrastUp,0.719879518,0.643574297,0.84437751,0.738955823,0.710843373,0.610441767,0.826305221,0.759036145,0.553212851,0.452811245,0.658634538,0.595381526,0.045180723,0.043172691,0.051204819,2487.358612,39.5472614,2526.905873,2353.316209
,fisheye,contrastDown,0.719879518,0.21686747,0.759036145,0.717871486,0.710843373,0.28815261,0.78815261,0.694779116,0.553212851,0.138554217,0.587349398,0.536144578,0.039156627,0.012048193,0.022088353,2352.398171,43.4743056,2395.872477,2492.281186
,fisheye,blurImage,0.719879518,0.767068273,0.869477912,0.804216867,0.710843373,0.901606426,0.935742972,0.931726908,0.553212851,0.734939759,0.769076305,0.77811245,0.031124498,0.03815261,0.049196787,2468.735662,41.2957416,2510.031404,2663.462306
oidanimal,flipLeftRight,flipUpDown,0.322906155,0.58123108,0.683148335,0.574167508,0.457114026,0.864783047,0.912209889,0.873864783,0.152371342,0.523713421,0.543895055,0.521695257,0.049445005,0.041372351,0.039354188,59.1691399,55.0793334,114.2484733,57.3534884
,flipLeftRight,rotateMinus5deg,0.322906155,0.334006054,0.481331988,0.384460141,0.457114026,0.396569122,0.557013118,0.404641776,0.152371342,0.121089808,0.211907164,0.149344097,0.078708375,0.037336024,0.030272452,55.0516671,59.1977526,114.2494197,61.5480514
,flipLeftRight,rotatePlus5deg,0.322906155,0.342078708,0.48839556,0.37235116,0.457114026,0.405650858,0.568113017,0.434914228,0.152371342,0.132189707,0.221997982,0.152371342,0.076690212,0.053481332,0.033299697,55.4001752,57.8528156,113.2529908,60.4553126
,flipLeftRight,shearMinus20deg,0.322906155,0.311806256,0.476286579,0.364278507,0.457114026,0.529767911,0.62764884,0.530776993,0.152371342,0.200807265,0.269424823,0.218970737,0.086781029,0.064581231,0.056508577,55.117023,250.4117708,305.5287938,251.1340463
,flipLeftRight,shearPlus20deg,0.322906155,0.311806256,0.468213925,0.367305752,0.457114026,0.519677094,0.620585267,0.53481332,0.152371342,0.188698285,0.255297679,0.223007064,0.084762866,0.065590313,0.063572149,54.8274386,249.7980179,304.6254565,251.6365481
,flipUpDown,rotateMinus5deg,0.58123108,0.334006054,0.695257316,0.588294652,0.864783047,0.396569122,0.90110999,0.842583249,0.523713421,0.121089808,0.53481332,0.516649849,0.058526741,0.034308779,0.040363269,54.6532062,58.850218,113.5034242,60.7271403
,flipUpDown,rotatePlus5deg,0.58123108,0.342078708,0.698284561,0.569122099,0.864783047,0.405650858,0.904137235,0.864783047,0.523713421,0.132189707,0.541876892,0.515640767,0.042381433,0.032290616,0.02926337,55.3345218,58.2250457,113.5595675,60.2829067
,flipUpDown,shearMinus20deg,0.58123108,0.311806256,0.650857719,0.594349142,0.864783047,0.529767911,0.914228052,0.904137235,0.523713421,0.200807265,0.542885974,0.554994955,0.055499495,0.045408678,0.04641776,54.6864291,248.838606,303.5250351,249.9662867
,flipUpDown,shearPlus20deg,0.58123108,0.311806256,0.661957619,0.592330979,0.864783047,0.519677094,0.922300706,0.892028254,0.523713421,0.188698285,0.544904137,0.544904137,0.055499495,0.02926337,0.043390515,54.4416445,249.7529631,304.1946076,251.7574023
,rotateMinus5deg,shearMinus20degrees,0.334006054,0.311806256,0.45913219,0.36629667,0.396569122,0.529767911,0.58123108,0.518668012,0.121089808,0.200807265,0.232088799,0.217961655,0.081735621,0.070635721,0.053481332,58.3039045,249.6123316,307.9162361,273.6300508
,rotateMinus5deg,shearPlus20degrees,0.334006054,0.396569122,0.311806256,0.519677094,0.476286579,0.58728557,0.347124117,0.472250252,0.121089808,0.200807265,0.232088799,0.217961655,0.081735621,0.070635721,0.053481332,0.121089808,0.188698285,0.233097881,0.169525732
,flipLeftRight,blurImage,0.322906155,0.421796165,0.551967709,0.452068618,0.457114026,0.712411705,0.758829465,0.700302725,0.152371342,0.351160444,0.381432896,0.351160444,0.083753784,0.064581231,0.065590313,136.4956834,144.7731924,281.2688758,151.1975711
,flipUpDown,blurImage,0.58123108,0.421796165,0.660948537,0.603430878,0.864783047,0.712411705,0.949545913,0.93037336,0.523713421,0.351160444,0.575176589,0.572149344,0.040363269,0.032290616,0.034308779,131.7883883,146.7040826,278.4924709,149.4008706
,rotateMinus5deg,blur_image,0.334006054,0.421796165,0.579212916,0.417759839,0.396569122,0.712411705,0.756811302,0.638748739,0.121089808,0.351160444,0.380423814,0.303733602,0.057517659,0.036326942,0.042381433,138.8602474,146.3049361,285.1651835,157.169282
,rotatePlus5deg,shearMinus20degrees,0.342078708,0.311806256,0.479313824,0.359233098,0.405650858,0.529767911,0.602421796,0.471241171,0.132189707,0.200807265,0.251261352,0.178607467,0.074672048,0.053481332,0.041372351,136.883189,506.5804948,643.4636838,563.9319115
,rotatePlus5deg,shearPlus20degrees,0.342078708,0.311806256,0.474268416,0.369323915,0.405650858,0.519677094,0.588294652,0.537840565,0.132189707,0.188698285,0.240161453,0.227043391,0.073662967,0.068617558,0.057517659,138.5649395,506.5194999,645.0844394,569.3451995
,rotatePlus5deg,blurImage,0.342078708,0.421796165,0.570131181,0.445005045,0.405650858,0.712411705,0.74974773,0.632694248,0.132189707,0.351160444,0.374369324,0.317860747,0.067608476,0.042381433,0.045408678,138.0572963,144.9427158,283.0000121,159.1221926
,shearMinus20degrees,blurImage,0.311806256,0.421796165,0.535822402,0.464177598,0.529767911,0.712411705,0.780020182,0.748738648,0.200807265,0.351160444,0.400605449,0.394550959,0.074672048,0.064581231,0.06962664,513.6777448,146.0045659,659.6823107,525.1581126
,shearPlus20degrees,blurImage,0.311806256,0.421796165,0.538849647,0.468213925,0.519677094,0.712411705,0.782038345,0.756811302,0.188698285,0.351160444,0.400605449,0.398587286,0.070635721,0.061553986,0.067608476,513.8981445,146.7071617,660.6053062,530.2920918
,flipLeftRight,brightnessPlus20,0.322906155,0.036326942,0.3370333,0.327951564,0.457114026,0.373360242,0.548940464,0.45913219,0.152371342,0.015136226,0.159434914,0.156407669,0.014127144,0.008072654,0.008072654,61.9973443,52.3095093,114.3068536,55.1872331
,flipUpDown,brightnessPlus20,0.58123108,0.036326942,0.589303734,0.580221998,0.864783047,0.373360242,0.912209889,0.869828456,0.523713421,0.015136226,0.525731584,0.526740666,0.007063572,0.003027245,0.005045409,49.2388659,52.3544188,101.5932847,53.65542
,rotatePlus5deg,brightnessPlus20,0.342078708,0.036326942,0.353178607,0.338042381,0.405650858,0.373360242,0.519677094,0.411705348,0.132189707,0.015136226,0.13925328,0.136226034,0.031281534,0.012108981,0.015136226,53.002247,50.4800866,103.4823336,57.9141369
,shearPlus20deg,brightnessPlus20,0.311806256,0.036326942,0.326942482,0.31382442,0.519677094,0.373360242,0.58123108,0.528758829,0.188698285,0.015136226,0.193743693,0.193743693,0.027245207,0.018163471,0.018163471,271.1645579,52.7130697,323.8776276,240.8387301
,flipLeftRight,brightnessMinus20,0.322906155,0.080726539,0.345105954,0.317860747,0.457114026,0.399596367,0.557013118,0.468213925,0.152371342,0.044399596,0.172552977,0.158425832,0.024217962,0.011099899,0.012108981,51.1808134,52.065647,103.2464604,53.3372538
,flipUpDown,brightnessMinus20,0.58123108,0.080726539,0.597376387,0.569122099,0.864783047,0.399596367,0.914228052,0.870837538,0.523713421,0.044399596,0.528758829,0.516649849,0.010090817,0.00605449,0.005045409,50.9913812,51.8089348,102.800316,63.1153212
,rotatePlus5deg,brightnessMinus20,0.342078708,0.080726539,0.364278507,0.335015136,0.405650858,0.399596367,0.527749748,0.411705348,0.132189707,0.044399596,0.155398587,0.133198789,0.019172553,0.007063572,0.007063572,64.7209842,65.9448283,130.6658125,79.67371
,shearPlus20deg,brightnessMinus20,0.311806256,0.080726539,0.341069627,0.308779011,0.519677094,0.399596367,0.586276488,0.532795156,0.188698285,0.044399596,0.205852674,0.198789102,0.02320888,0.018163471,0.02320888,246.4215505,63.7001354,310.1216859,297.5286003
,flipLeftRight,fisheye,0.322906155,0.41876892,0.548940464,0.421796165,0.457114026,0.467204844,0.620585267,0.481331988,0.152371342,0.206861756,0.274470232,0.21493441,0.074672048,0.045408678,0.035317861,60.6202839,7960.875876,8021.49616,7917.024502
,flipUpDown,fisheye,0.58123108,0.41876892,0.736629667,0.585267407,0.864783047,0.467204844,0.909182644,0.847628658,0.523713421,0.206861756,0.546922301,0.513622603,0.045408678,0.042381433,0.039354188,50.89682,9450.819519,9501.716339,7663.159445
,rotatePlus5deg,fisheye,0.342078708,0.41876892,0.549949546,0.442986882,0.405650858,0.467204844,0.591321897,0.46518668,0.132189707,0.206861756,0.254288597,0.212916246,0.077699294,0.045408678,0.039354188,58.5929196,7648.254055,7706.846975,9564.196448
,shearPlus20deg,fisheye,0.311806256,0.41876892,0.53481332,0.433905146,0.519677094,0.467204844,0.654894046,0.51160444,0.188698285,0.206861756,0.289606458,0.233097881,0.079717457,0.045408678,0.042381433,266.6867085,7643.347353,7910.034061,9572.063857
,flipLeftRight,contrastUp,0.322906155,0.429868819,0.556004036,0.442986882,0.457114026,0.613521695,0.716448032,0.637739657,0.152371342,0.281533804,0.334006054,0.289606458,0.084762866,0.056508577,0.053481332,54.6277559,58.1216976,112.7494535,61.3775989
,flipUpDown,contrastUp,0.58123108,0.429868819,0.692230071,0.577194753,0.864783047,0.613521695,0.934409687,0.864783047,0.523713421,0.281533804,0.562058527,0.50554995,0.05247225,0.02320888,0.025227043,54.9433485,59.8212089,114.7645574,62.3754006
,rotatePlus5deg,contrastUp,0.342078708,0.429868819,0.591321897,0.440968718,0.405650858,0.613521695,0.711402624,0.577194753,0.132189707,0.281533804,0.330978809,0.246215943,0.067608476,0.035317861,0.040363269,58.5987915,59.0460129,117.6448044,63.8540226
,shearPlus20deg,contrastUp,0.311806256,0.429868819,0.549949546,0.446014127,0.519677094,0.613521695,0.742684157,0.675075681,0.188698285,0.281533804,0.349142281,0.329969728,0.077699294,0.054490414,0.064581231,255.9669112,58.8263765,314.7932877,257.2237957
,flipLeftRight,contrastDown,0.322906155,0.055499495,0.338042381,0.324924319,0.457114026,0.38950555,0.553985873,0.461150353,0.152371342,0.02926337,0.166498486,0.158425832,0.019172553,0.010090817,0.010090817,55.0598091,58.4290985,113.4889076,60.6837603
,flipUpDown,contrastDown,0.58123108,0.055499495,0.594349142,0.578203835,0.864783047,0.38950555,0.917255298,0.870837538,0.523713421,0.02926337,0.527749748,0.525731584,0.011099899,0.004036327,0.00605449,54.9924951,58.2180036,113.2104987,60.714198
,rotatePlus5deg,contrastDown,0.342078708,0.055499495,0.355196771,0.342078708,0.405650858,0.38950555,0.525731584,0.416750757,0.132189707,0.02926337,0.146316852,0.140262361,0.036326942,0.014127144,0.018163471,58.7458102,58.8145967,117.5604069,63.4065415
,shearPlus20deg,contrastDown,0.311806256,0.055499495,0.325933401,0.307769929,0.519677094,0.38950555,0.582240161,0.532795156,0.188698285,0.02926337,0.196770938,0.194752775,0.022199798,0.018163471,0.018163471,253.4371166,58.3028991,311.7400157,256.8057755
,fisheye,brightnessPlus20,0.41876892,0.036326942,0.431886983,0.428859738,0.467204844,0.373360242,0.618567104,0.456104945,0.206861756,0.015136226,0.211907164,0.203834511,0.031281534,0.008072654,0.010090817,9283.035188,58.1117845,9341.146973,7855.580576
,fisheye,brightnessMinus20,0.41876892,0.080726539,0.450050454,0.426841574,0.467204844,0.399596367,0.623612513,0.467204844,0.206861756,0.044399596,0.226034309,0.208879919,0.025227043,0.009081736,0.011099899,8123.419133,66.9354707,8190.354604,8661.565981
,fisheye,contrastUp,0.41876892,0.429868819,0.636730575,0.461150353,0.467204844,0.613521695,0.73864783,0.619576186,0.206861756,0.281533804,0.373360242,0.295660949,0.076690212,0.048435923,0.050454087,9699.124965,64.534935,9763.6599,8124.755886
,fisheye,contrastDown,0.41876892,0.055499495,0.433905146,0.413723512,0.467204844,0.38950555,0.623612513,0.456104945,0.206861756,0.02926337,0.219979818,0.192734612,0.024217962,0.007063572,0.004036327,8133.907825,64.0162224,8197.924048,8187.331937
,fisheye,blurImage,0.41876892,0.421796165,0.622603431,0.487386478,0.467204844,0.712411705,0.781029263,0.695257316,0.206861756,0.351160444,0.400605449,0.379414733,0.084762866,0.068617558,0.077699294,8240.928437,71.5780743,8312.506511,8240.220782
oidfood,flipLeftRight,flipUpDown,0.384116694,0.502431118,0.61102107,0.494327391,0.533225284,0.805510535,0.857374392,0.816855754,0.209076175,0.43273906,0.465153971,0.439222042,0.042139384,0.038897893,0.042139384,36.4700468,33.9029861,70.3730329,35.3258082
,flipLeftRight,rotateMinus5deg,0.384116694,0.371150729,0.53808752,0.444084279,0.533225284,0.4910859,0.662884927,0.471636953,0.209076175,0.160453809,0.28363047,0.19286872,0.095623987,0.050243112,0.045380875,33.8819931,36.1385693,70.0205624,37.6917061
,flipLeftRight,rotatePlus5deg,0.384116694,0.398703404,0.546191248,0.410048622,0.533225284,0.457050243,0.638573744,0.495948136,0.209076175,0.162074554,0.285251216,0.179902755,0.072933549,0.047001621,0.037277147,33.9871346,36.2598994,70.247034,37.4932325
,flipLeftRight,shearMinus20deg,0.384116694,0.38897893,0.528363047,0.393841167,0.533225284,0.568881686,0.68719611,0.573743922,0.209076175,0.23987034,0.314424635,0.243111831,0.076175041,0.05834684,0.053484603,33.9313541,158.0346257,191.9659798,159.4127706
,flipLeftRight,shearPlus20deg,0.384116694,0.395461912,0.541329011,0.392220421,0.533225284,0.583468395,0.696920583,0.588330632,0.209076175,0.251215559,0.3273906,0.25445705,0.047001621,0.042139384,0.02917342,33.6932116,158.5558798,192.2490914,159.5720803
,flipUpDown,rotateMinus5deg,0.502431118,0.371150729,0.614262561,0.495948136,0.805510535,0.4910859,0.852512156,0.763371151,0.43273906,0.160453809,0.458670989,0.40356564,0.048622366,0.027552674,0.034035656,33.6778093,35.7863281,69.4641374,37.573225
,flipUpDown,rotatePlus5deg,0.502431118,0.398703404,0.632090762,0.505672609,0.805510535,0.457050243,0.844408428,0.776337115,0.43273906,0.162074554,0.453808752,0.423014587,0.047001621,0.02917342,0.035656402,33.6002269,35.947381,69.5476079,37.3134898
,flipUpDown,shearMinus20deg,0.502431118,0.38897893,0.609400324,0.534846029,0.805510535,0.568881686,0.863857374,0.839546191,0.43273906,0.23987034,0.478119935,0.474878444,0.059967585,0.051863857,0.055105348,33.7329783,158.1249589,191.8579372,159.2296179
,flipUpDown,shearPlus20deg,0.502431118,0.395461912,0.612641815,0.526742301,0.805510535,0.583468395,0.873581848,0.815235008,0.43273906,0.251215559,0.479740681,0.46191248,0.050243112,0.030794165,0.042139384,33.3943433,159.0512123,192.4455556,159.3473963
,rotateMinus5deg,shearMinus20degrees,0.371150729,0.38897893,0.533225284,0.427876823,0.4910859,0.568881686,0.661264182,0.546191248,0.160453809,0.23987034,0.288492707,0.247974068,0.074554295,0.038897893,0.040518639,35.9064126,158.6386588,194.5450714,172.0011346
,rotateMinus5deg,shearPlus20degrees,0.371150729,0.4910859,0.395461912,0.583468395,0.549432739,0.68719611,0.43273906,0.529983793,0.160453809,0.23987034,0.288492707,0.247974068,0.074554295,0.038897893,0.040518639,0.160453809,0.251215559,0.307941653,0.226904376
,flipLeftRight,blurImage,0.384116694,0.434359806,0.560777958,0.460291734,0.533225284,0.768233387,0.811993517,0.740680713,0.209076175,0.377633712,0.410048622,0.379254457,0.063209076,0.040518639,0.051863857,85.9806144,91.0543698,177.0349842,93.5308449
,flipUpDown,blurImage,0.502431118,0.434359806,0.599675851,0.557536467,0.805510535,0.768233387,0.910858995,0.904376013,0.43273906,0.377633712,0.521880065,0.528363047,0.050243112,0.042139384,0.047001621,83.1875491,91.0782859,174.265835,93.7831015
,rotateMinus5deg,blur_image,0.371150729,0.434359806,0.570502431,0.458670989,0.4910859,0.768233387,0.813614263,0.688816856,0.160453809,0.377633712,0.405186386,0.345218801,0.050243112,0.017828201,0.037277147,85.9694131,91.1136914,177.0831045,98.6997555
,rotatePlus5deg,shearMinus20degrees,0.398703404,0.38897893,0.549432739,0.419773096,0.457050243,0.568881686,0.649918963,0.547811994,0.162074554,0.23987034,0.29821718,0.23987034,0.071312804,0.061588331,0.048622366,85.6591251,330.970202,416.6293271,364.670603
,rotatePlus5deg,shearPlus20degrees,0.398703404,0.395461912,0.546191248,0.453808752,0.457050243,0.583468395,0.664505673,0.528363047,0.162074554,0.251215559,0.304700162,0.230145867,0.071312804,0.050243112,0.047001621,84.3961464,331.9395971,416.3357435,365.0830235
,rotatePlus5deg,blurImage,0.398703404,0.434359806,0.593192869,0.457050243,0.457050243,0.768233387,0.810372771,0.667747164,0.162074554,0.377633712,0.410048622,0.3273906,0.050243112,0.02917342,0.037277147,85.8747998,92.6186697,178.4934695,98.5224666
,shearMinus20degrees,blurImage,0.38897893,0.434359806,0.570502431,0.47649919,0.568881686,0.768233387,0.824959481,0.802269044,0.23987034,0.377633712,0.431118314,0.424635332,0.04376013,0.040518639,0.045380875,326.2284058,89.6407979,415.8692037,341.4796618
,shearPlus20degrees,blurImage,0.395461912,0.434359806,0.572123177,0.466774716,0.583468395,0.768233387,0.826580227,0.750405186,0.251215559,0.377633712,0.435980551,0.392220421,0.037277147,0.030794165,0.038897893,331.6484119,91.5039234,423.1523353,333.3973194
,flipLeftRight,brightnessPlus20,0.384116694,0.066450567,0.406807131,0.376012966,0.533225284,0.41815235,0.630470016,0.541329011,0.209076175,0.034035656,0.228525122,0.207455429,0.009724473,0.001620746,0.003241491,39.9952266,39.8780477,79.8732743,42.659571
,flipUpDown,brightnessPlus20,0.502431118,0.066450567,0.513776337,0.510534846,0.805510535,0.41815235,0.85089141,0.810372771,0.43273906,0.034035656,0.440842788,0.439222042,0.009724473,0.004862237,0.006482982,39.6559331,40.0184624,79.6743955,41.1764885
,rotatePlus5deg,brightnessPlus20,0.398703404,0.066450567,0.416531605,0.405186386,0.457050243,0.41815235,0.58184765,0.466774716,0.162074554,0.034035656,0.175040519,0.166936791,0.038897893,0.009724473,0.016207455,40.7309414,41.0442354,81.7751768,43.4837449
,shearPlus20deg,brightnessPlus20,0.395461912,0.066450567,0.414910859,0.384116694,0.583468395,0.41815235,0.677471637,0.591572123,0.251215559,0.034035656,0.270664506,0.251215559,0.025931929,0.01458671,0.016207455,170.7253586,39.5056262,210.2309848,172.9038927
,flipLeftRight,brightnessMinus20,0.384116694,0.095623987,0.413290113,0.376012966,0.533225284,0.442463533,0.632090762,0.533225284,0.209076175,0.063209076,0.233387358,0.204213938,0.019448947,0.009724473,0.009724473,38.9356128,39.9590259,78.8946387,41.0138764
,flipUpDown,brightnessMinus20,0.502431118,0.095623987,0.520259319,0.495948136,0.805510535,0.442463533,0.855753647,0.805510535,0.43273906,0.063209076,0.444084279,0.434359806,0.009724473,0.004862237,0.008103728,39.0804548,40.8069959,79.8874507,41.3689442
,rotatePlus5deg,brightnessMinus20,0.398703404,0.095623987,0.416531605,0.40356564,0.457050243,0.442463533,0.594813614,0.471636953,0.162074554,0.063209076,0.191247974,0.171799028,0.032414911,0.011345219,0.012965964,40.255957,39.8426951,80.0986521,43.2834309
,shearPlus20deg,brightnessMinus20,0.395461912,0.095623987,0.421393841,0.390599676,0.583468395,0.442463533,0.679092382,0.578606159,0.251215559,0.063209076,0.275526742,0.246353323,0.022690438,0.006482982,0.008103728,171.4347593,39.3847443,210.8195036,172.8034898
,flipLeftRight,fisheye,0.384116694,0.546191248,0.666126418,0.53808752,0.533225284,0.484602917,0.703403566,0.5089141,0.209076175,0.251215559,0.346839546,0.264181524,0.079416532,0.040518639,0.02917342,38.834904,6997.507641,7036.342545,5241.879311
,flipUpDown,fisheye,0.502431118,0.546191248,0.732576985,0.589951378,0.805510535,0.484602917,0.854132901,0.682333874,0.43273906,0.251215559,0.478119935,0.393841167,0.077795786,0.047001621,0.045380875,32.0308951,4949.136791,4981.167686,4697.734948
,rotatePlus5deg,fisheye,0.398703404,0.546191248,0.648298217,0.570502431,0.457050243,0.484602917,0.62560778,0.468395462,0.162074554,0.251215559,0.294975689,0.243111831,0.09076175,0.048622366,0.042139384,32.9958354,4756.115838,4789.111673,6202.380402
,shearPlus20deg,fisheye,0.395461912,0.546191248,0.656401945,0.528363047,0.583468395,0.484602917,0.706645057,0.504051864,0.251215559,0.251215559,0.338735818,0.257698541,0.072933549,0.035656402,0.027552674,157.0609513,7119.648736,7276.709688,5739.291897
,flipLeftRight,contrastUp,0.384116694,0.419773096,0.555915721,0.453808752,0.533225284,0.654781199,0.753646677,0.656401945,0.209076175,0.304700162,0.369529984,0.311183144,0.056726094,0.037277147,0.035656402,30.9727488,32.3523904,63.3251392,33.4023431
,flipUpDown,contrastUp,0.502431118,0.419773096,0.620745543,0.528363047,0.805510535,0.654781199,0.889789303,0.837925446,0.43273906,0.304700162,0.499189627,0.460291734,0.053484603,0.032414911,0.038897893,30.8541286,32.2745557,63.1286843,33.4249809
,rotatePlus5deg,contrastUp,0.398703404,0.419773096,0.568881686,0.495948136,0.457050243,0.654781199,0.717990276,0.564019449,0.162074554,0.304700162,0.348460292,0.273905997,0.089141005,0.035656402,0.037277147,32.5454514,32.3586286,64.90408,35.2835728
,shearPlus20deg,contrastUp,0.395461912,0.419773096,0.568881686,0.468395462,0.583468395,0.654781199,0.776337115,0.645056726,0.251215559,0.304700162,0.400324149,0.325769854,0.056726094,0.035656402,0.040518639,177.9872907,39.4275616,217.4148523,169.7346513
,flipLeftRight,contrastDown,0.384116694,0.077795786,0.408427877,0.372771475,0.533225284,0.434359806,0.633711507,0.531604538,0.209076175,0.050243112,0.231766613,0.202593193,0.011345219,0.004862237,0.004862237,36.6441744,37.6600377,74.3042121,39.1931851
,flipUpDown,contrastDown,0.502431118,0.077795786,0.513776337,0.500810373,0.805510535,0.434359806,0.849270665,0.808752026,0.43273906,0.050243112,0.440842788,0.434359806,0.004862237,0.001620746,0.003241491,37.006533,37.9209056,74.9274386,40.3571344
,rotatePlus5deg,contrastDown,0.398703404,0.077795786,0.41815235,0.395461912,0.457050243,0.434359806,0.594813614,0.460291734,0.162074554,0.050243112,0.191247974,0.162074554,0.032414911,0.008103728,0.011345219,33.8531111,32.4794762,66.3325873,35.5051359
,shearPlus20deg,contrastDown,0.395461912,0.077795786,0.41815235,0.390599676,0.583468395,0.434359806,0.674230146,0.586709887,0.251215559,0.050243112,0.26904376,0.252836305,0.027552674,0.012965964,0.016207455,151.3285051,32.1331471,183.4616522,153.8270302
,fisheye,brightnessPlus20,0.546191248,0.066450567,0.562398703,0.55267423,0.484602917,0.41815235,0.692058347,0.466774716,0.251215559,0.034035656,0.265802269,0.243111831,0.025931929,0.003241491,0.006482982,4620.770322,32.2720281,4653.04235,4621.240446
,fisheye,brightnessMinus20,0.546191248,0.095623987,0.56726094,0.551053485,0.484602917,0.442463533,0.698541329,0.486223663,0.251215559,0.063209076,0.277147488,0.256077796,0.025931929,0.011345219,0.016207455,4623.821017,32.2142651,4656.035282,4628.118565
,fisheye,contrastUp,0.546191248,0.419773096,0.690437601,0.539708266,0.484602917,0.654781199,0.768233387,0.568881686,0.251215559,0.304700162,0.401944895,0.299837925,0.061588331,0.035656402,0.025931929,4622.279117,32.3036959,4654.582813,4641.276589
,fisheye,contrastDown,0.546191248,0.077795786,0.568881686,0.551053485,0.484602917,0.434359806,0.698541329,0.46191248,0.251215559,0.050243112,0.273905997,0.238249595,0.02917342,0.001620746,0.004862237,4620.495672,31.9237283,4652.419401,4624.458249
,fisheye,blurImage,0.546191248,0.434359806,0.70178282,0.576985413,0.484602917,0.768233387,0.834683955,0.630470016,0.251215559,0.377633712,0.450567261,0.359805511,0.072933549,0.038897893,0.04376013,4624.678002,35.028846,4659.706848,4630.350547
