Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite
,shearMinus20degrees,blurImage,0.464503043,0.498985801,0.633874239,0.538539554,0.53346856,0.675456389,0.750507099,0.69979716,0.239350913,0.366125761,0.423935091,0.39959432,0.057809331,0.053752535,0.053752535,530.142881,156.368295,686.511176,572.7921938
,shearPlus20degrees,blurImage,0.445233266,0.498985801,0.622718053,0.534482759,0.550709939,0.675456389,0.762677485,0.692697769,0.24137931,0.366125761,0.422920892,0.396551724,0.059837728,0.054766734,0.061866126,1948.04371,141.7660794,2089.809789,503.799506
,flipLeftRight,brightnessPlus20,0.461460446,0.04969574,0.473630832,0.456389452,0.536511156,0.352941176,0.622718053,0.539553753,0.248478702,0.029411765,0.260649087,0.249492901,0.017241379,0.007099391,0.010141988,93.7032661,81.6610379,175.364304,83.1304532
,flipUpDown,brightnessPlus20,0.667342799,0.04969574,0.671399594,0.670385396,0.976673428,0.352941176,0.990872211,0.976673428,0.651115619,0.029411765,0.651115619,0.654158215,0.005070994,0,0.003042596,82.8372943,103.4359668,186.2732611,89.56203
,rotatePlus5deg,brightnessPlus20,0.495943205,0.04969574,0.507099391,0.50811359,0.477687627,0.352941176,0.588235294,0.49188641,0.206896552,0.029411765,0.223123732,0.215010142,0.045638945,0.019269777,0.022312373,74.2470443,75.5733278,149.8203721,87.8206752
,shearPlus20deg,brightnessPlus20,0.445233266,0.04969574,0.457403651,0.454361055,0.550709939,0.352941176,0.618661258,0.551724138,0.24137931,0.029411765,0.249492901,0.249492901,0.036511156,0.010141988,0.018255578,1622.72114,70.6036173,1693.324757,291.6401218
,flipLeftRight,brightnessMinus20,0.461460446,0.102434077,0.486815416,0.449290061,0.536511156,0.401622718,0.635902637,0.555780933,0.248478702,0.078093306,0.275862069,0.263691684,0.020283976,0.017241379,0.020283976,70.5045662,72.6257028,143.130269,74.9804498
,flipUpDown,brightnessMinus20,0.667342799,0.102434077,0.675456389,0.669371197,0.976673428,0.401622718,0.99188641,0.978701826,0.651115619,0.078093306,0.653144016,0.654158215,0.005070994,0.001014199,0.005070994,70.1065165,71.6838686,141.7903851,74.002191
,rotatePlus5deg,brightnessMinus20,0.495943205,0.102434077,0.517241379,0.490872211,0.477687627,0.401622718,0.598377282,0.489858012,0.206896552,0.078093306,0.239350913,0.21703854,0.031440162,0.017241379,0.023326572,67.0515567,71.7815496,138.8331063,76.6259999
,shearPlus20deg,brightnessMinus20,0.445233266,0.102434077,0.469574037,0.445233266,0.550709939,0.401622718,0.636916836,0.567951318,0.24137931,0.078093306,0.26673428,0.25862069,0.024340771,0.013184584,0.021298174,284.641011,70.7513704,355.3923814,289.1596705
,flipLeftRight,fisheye,0.461460446,0.574036511,0.701825558,0.574036511,0.536511156,0.640973631,0.772819473,0.61663286,0.248478702,0.387423935,0.446247465,0.37525355,0.060851927,0.035496957,0.038539554,68.7163308,10908.08144,10976.79777,10534.8602
,flipUpDown,fisheye,0.667342799,0.574036511,0.798174442,0.674442191,0.976673428,0.640973631,0.989858012,0.963488844,0.651115619,0.387423935,0.664300203,0.646044625,0.018255578,0.007099391,0.00811359,71.0009331,10897.60821,10968.60915,10305.74335
,rotatePlus5deg,fisheye,0.495943205,0.574036511,0.708924949,0.56693712,0.477687627,0.640973631,0.738336714,0.623732252,0.206896552,0.387423935,0.427991886,0.371196755,0.047667343,0.042596349,0.043610548,63.3299691,13545.01775,13608.34772,16130.012
,shearPlus20deg,fisheye,0.445233266,0.574036511,0.687626775,0.570993915,0.550709939,0.640973631,0.772819473,0.649087221,0.24137931,0.387423935,0.447261663,0.39148073,0.056795132,0.039553753,0.038539554,311.8015831,14343.77175,14655.57334,14736.39489
,flipLeftRight,contrastUp,0.461460446,0.480730223,0.655172414,0.53346856,0.536511156,0.62474645,0.763691684,0.653144016,0.248478702,0.313387424,0.413793103,0.35801217,0.073022312,0.04969574,0.058823529,77.2603981,80.1424212,157.4028193,82.3294819
,flipUpDown,contrastUp,0.667342799,0.480730223,0.74137931,0.679513185,0.976673428,0.62474645,0.993914807,0.957403651,0.651115619,0.313387424,0.663286004,0.646044625,0.023326572,0.003042596,0.006085193,77.0607558,80.1418219,157.2025777,81.3014682
,rotatePlus5deg,contrastUp,0.495943205,0.480730223,0.695740365,0.573022312,0.477687627,0.62474645,0.747464503,0.598377282,0.206896552,0.313387424,0.401622718,0.330628803,0.073022312,0.042596349,0.053752535,80.7786953,86.3550108,167.1337061,90.037758
,shearPlus20deg,contrastUp,0.445233266,0.480730223,0.634888438,0.54158215,0.550709939,0.62474645,0.76673428,0.654158215,0.24137931,0.313387424,0.40872211,0.359026369,0.074036511,0.04158215,0.056795132,305.7883917,75.988454,381.7768457,305.3606736
,flipLeftRight,contrastDown,0.461460446,0.080121704,0.483772819,0.451318458,0.536511156,0.374239351,0.626774848,0.556795132,0.248478702,0.053752535,0.265720081,0.260649087,0.019269777,0.017241379,0.018255578,75.1192136,76.6912272,151.8104408,78.7809626
,flipUpDown,contrastDown,0.667342799,0.080121704,0.674442191,0.672413793,0.976673428,0.374239351,0.990872211,0.976673428,0.651115619,0.053752535,0.651115619,0.656186613,0.007099391,0,0.006085193,75.1270798,77.3706859,152.4977657,79.1664821
,rotatePlus5deg,contrastDown,0.495943205,0.080121704,0.518255578,0.490872211,0.477687627,0.374239351,0.598377282,0.49188641,0.206896552,0.053752535,0.235294118,0.211967546,0.037525355,0.020283976,0.022312373,79.3674101,76.2291402,155.5965503,84.4670947
,shearPlus20deg,contrastDown,0.445233266,0.080121704,0.463488844,0.46653144,0.550709939,0.374239351,0.62474645,0.556795132,0.24137931,0.053752535,0.260649087,0.25862069,0.035496957,0.012170385,0.021298174,298.232875,75.4257865,373.6586615,303.5245794
,fisheye,brightnessPlus20,0.574036511,0.04969574,0.581135903,0.579107505,0.640973631,0.352941176,0.763691684,0.632860041,0.387423935,0.029411765,0.394523327,0.38336714,0.028397566,0.005070994,0.010141988,12259.03332,79.3374306,12338.37075,12134.7126
,fisheye,brightnessMinus20,0.574036511,0.102434077,0.596348884,0.573022312,0.640973631,0.401622718,0.76673428,0.645030426,0.387423935,0.078093306,0.403651116,0.393509128,0.015212982,0.004056795,0.011156187,12213.30212,76.4512859,12289.7534,12348.52343
,fisheye,contrastUp,0.574036511,0.480730223,0.709939148,0.587221095,0.640973631,0.62474645,0.81643002,0.69979716,0.387423935,0.313387424,0.476673428,0.425963489,0.064908722,0.042596349,0.052738337,11290.02988,81.2743002,11371.30418,12311.31364
,fisheye,contrastDown,0.574036511,0.080121704,0.588235294,0.576064909,0.640973631,0.374239351,0.76673428,0.646044625,0.387423935,0.053752535,0.397565923,0.388438134,0.023326572,0.009127789,0.013184584,12301.54547,78.1194451,12379.66491,12270.25268
,fisheye,blurImage,0.574036511,0.498985801,0.696754564,0.578093306,0.640973631,0.675456389,0.811359026,0.73326572,0.387423935,0.366125761,0.479716024,0.459432049,0.056795132,0.045638945,0.053752535,12318.73949,84.6729038,12403.4124,12209.20779
